#Rank Added Replica      Index                Energy (eV)  Volume  A      B      C      Alpha  Beta   Gamma  Spacegroup Mutation         ParentA  ParentB  Crossover                      Cluster Cluster_Members Revisits
45    0     init_pool    3_02193              -186946.637  1007.0  7.45   9.82   14.55  74.7   85.2   79.0   2                                                                            None    None    None   
46    0     init_pool    3_05833              -186946.626  1041.0  5.28   11.40  17.36  89.8   85.0   90.0   14                                                                           None    None    None   
47    0     init_pool    3_07124              -186946.622  1030.2  10.06  10.32  11.18  62.6   90.0   89.9   7                                                                            None    None    None   
48    0     init_pool    3_03313              -186946.617  1006.3  7.56   10.06  13.26  90.6   93.3   91.7   1                                                                            None    None    None   
49    0     init_pool    3_04042              -186946.616  1043.0  8.37   9.63   12.94  90.0   90.0   89.9   29                                                                           None    None    None   
50    0     init_pool    3_05516              -186946.612  1016.9  8.23   9.88   12.99  90.0   90.0   105.7  4                                                                            None    None    None   
51    0     init_pool    3_04183              -186946.607  1012.9  7.29   9.77   14.47  79.6   89.8   89.9   14                                                                           None    None    None   
52    0     init_pool    3_08570              -186946.597  1038.4  9.49   9.70   11.29  90.1   90.0   90.1   4                                                                            None    None    None   
53    0     init_pool    3_02974              -186946.596  1008.8  7.43   10.57  13.03  89.1   87.1   80.5   1                                                                            None    None    None   
54    0     init_pool    3_00416              -186946.593  1009.1  7.32   9.97   13.81  90.0   90.0   90.0   33                                                                           None    None    None   
55    0     init_pool    3_01755              -186946.582  1002.0  7.05   8.93   16.29  90.1   90.2   102.6  14                                                                           None    None    None   
56    0     init_pool    3_07661              -186946.581  1026.5  7.49   9.76   14.03  90.0   90.1   90.1   7                                                                            None    None    None   
57    0     init_pool    3_08435              -186946.570  1033.0  9.51   9.82   11.22  89.3   88.4   80.2   7                                                                            None    None    None   
58    0     init_pool    3_07745              -186946.565  1005.6  7.46   10.27  13.13  90.0   90.0   89.6   29                                                                           None    None    None   
59    0     init_pool    3_00512              -186946.557  1025.8  6.30   12.12  13.43  90.0   90.0   90.0   33                                                                           None    None    None   
60    0     init_pool    3_02520              -186946.535  1043.9  7.48   11.13  12.53  90.4   90.0   90.0   33                                                                           None    None    None   
61    0     init_pool    3_04057              -186946.529  1049.2  6.47   10.94  14.83  90.0   90.0   89.7   33                                                                           None    None    None   
62    0     init_pool    3_04829              -186946.522  1037.6  7.74   10.87  12.37  85.4   89.9   89.9   4                                                                            None    None    None   
63    0     init_pool    3_09292              -186946.514  1057.9  9.85   10.02  11.13  74.3   89.9   89.8   7                                                                            None    None    None   
64    0     init_pool    3_02744              -186946.512  1034.6  7.30   10.80  13.50  76.6   89.6   89.5   4                                                                            None    None    None   
65    0     init_pool    3_00130              -186946.496  1034.9  8.03   9.89   13.04  90.0   90.1   90.2   33                                                                           None    None    None   
66    0     init_pool    3_03283              -186946.492  1018.2  8.85   10.92  11.90  114.5  90.2   102.0  2                                                                            None    None    None   
67    0     init_pool    3_08761              -186946.480  1019.5  8.27   10.72  12.11  90.2   108.4  90.4   9                                                                            None    None    None   
68    0     init_pool    3_08164              -186946.479  1032.1  7.02   9.92   14.83  90.1   90.8   90.2   33                                                                           None    None    None   
69    0     init_pool    3_00197              -186946.478  1020.8  6.90   11.78  12.62  89.9   89.9   84.0   7                                                                            None    None    None   
70    0     init_pool    3_08703              -186946.468  1061.3  8.21   9.04   14.29  89.9   90.0   90.0   33                                                                           None    None    None   
71    0     init_pool    3_01302              -186946.468  1006.1  8.05   10.38  12.03  90.0   89.9   89.9   33                                                                           None    None    None   
72    0     init_pool    3_00316              -186946.466  1004.2  6.31   13.17  13.56  63.0   89.9   89.9   14                                                                           None    None    None   
73    0     init_pool    3_03599              -186946.443  1058.7  9.61   10.10  10.91  90.5   90.0   90.2   29                                                                           None    None    None   
74    0     init_pool    3_06386              -186946.442  1001.5  7.04   10.32  13.79  90.0   89.9   89.8   29                                                                           None    None    None   
75    0     init_pool    3_03228              -186946.427  1027.6  6.80   9.45   16.00  90.0   90.0   90.0   18                                                                           None    None    None   
76    0     init_pool    3_08252              -186946.422  1090.4  9.23   9.68   12.21  90.0   90.0   90.0   29                                                                           None    None    None   
